CDR,Exudate_Pixel,Label
0.2593,13874,1
0.2159,7733,1
0.0324,9090,1
0.6014,11967,1
0.3964,12749,1
0.4793,7375,1
0.3278,12042,1
0.0324,9090,1
0.3964,12749,1
0.1696,9853,1
0.1781,11425,1
0.5691,9671,1
0.0821,8992,1
0.1312,8803,1
0.1714,9361,1
0.3152,10446,1
0.462,11673,1
0.2184,9550,1
0.4805,12658,1
0.0169,8067,1
0.1072,11369,1
0.0695,6745,1
0.0973,6775,1
0.0637,7629,1
0.4444,12272,1
0.0631,7038,1
0.1123,13554,1
0.1886,13502,1
0.04,7382,1
0.5166,12194,1
0.0906,13913,1
0.2927,8207,1
0.156,9375,1
0.4878,9604,1
0.1541,11031,1
0.0454,8394,1
0.1097,12754,1
0.06,11328,1
0.0816,9089,1
0.0746,12454,1
0.1012,8158,1
0.0536,8344,1
0.1714,10939,1
0.1504,14207,1
0.0592,13611,1
0.1541,11031,1
0.4611,13887,1
0.0702,7730,1
0.2051,14780,1
0.254,12252,1
0.0462,9973,1
0.2378,14883,1
0.4599,8532,1
0.4763,11827,1
0.1138,13870,1
0.0519,7813,1
0.0394,8246,1
0.1299,16153,1
0.0476,15968,1
0.2587,13347,1
0.1924,11015,1
0.0328,12891,1
0.0951,14525,1
0.7209,7246,1
0.1008,14541,1
0.0854,15215,1
0.2401,10152,1
0.5429,9840,1
0.4874,9368,1
0.0348,12809,1
0.0538,7581,1
0.1177,12680,1
0.5203,9837,1
0.3505,12679,1
0.1692,11397,1
0.1702,13691,1
0.0671,11093,1
0.3943,11479,1
0.6079,9069,1
0.0728,9289,1
0.4536,13644,1
0.0329,9116,1
0.0475,13348,1
0.3328,14016,1
0.4279,10706,1
0.4911,9638,1
0.0342,8464,1
0.078,13039,1
0.0337,12245,1
0.3102,13547,1
0.3403,12644,1
0.1498,11723,1
0.4077,14740,1
0.4444,12272,1
0.5171,10103,1
0.25,9316,1
0.5036,9205,1
0.4265,8993,1
0.2041,14391,1
0.2203,7912,1
0.0348,14418,1
0.0944,11361,1
0.3123,4202,1
0.5679,2984,1
0.0955,8463,1
0.0335,1763,1
0.64,4195,1
0.5008,5499,1
0.229,6534,1
0.6524,4686,1
0.6125,7460,1
0.0383,1398,1
0.2887,5046,1
0.6453,4897,1
0.3618,9138,1
0.5526,7262,1
0.6453,4897,1
0.4605,4906,1
0.1794,2698,1
0.1993,4705,1
0.1288,13430,1
0.5951,4512,1
0.2713,10019,1
0.2143,4366,1
0.4654,6960,1
0.5824,7599,1
0.5951,4512,1
0.4664,3248,1
0.5378,8506,1
0.2812,9312,1
0.5848,4232,1
0.36,3408,1
0.4082,3007,1
0.5203,4767,1
0.3974,3669,1
0.5237,6230,1
0.4281,4276,1
0.2583,2904,1
0.5364,4083,1
0.6719,5507,1
0.36,1652,1
0.5493,5008,1
0.471,5254,1
0.4594,10262,1
0.5345,5761,1
0.1867,1674,1
0.3284,1483,1
0.1049,2209,1
0.3403,3240,1
0.3543,1600,1
0.4727,5280,1
0.1932,2640,1
0.1895,3387,1
0.4175,4264,1
0.0922,9131,1
0.2939,4867,1
0.2173,5539,1
0.3324,4205,1
0.5119,8096,1
0.3832,3178,1
0.4823,7022,1
0.3338,3584,1
0.2252,3624,1
0.4261,4239,1
0.4774,3400,1
0.5043,4300,1
0.3906,3282,1
0.5268,4274,1
0.124,4260,1
0.3841,4633,1
0.1574,5009,1
0.2081,1561,1
0.2987,2342,1
0.5068,5052,1
0.3906,3282,1
0.4691,6930,1
0.2637,1168,1
0.3623,6505,1
0.0584,13473,1
0.5302,7080,1
0.2907,5542,1
0.1569,8783,1
0.4888,6214,1
0.64,5953,1
0.0384,9015,1
0.36,10870,1
0.2053,10148,1
0.0341,8996,1
0.2268,10830,1
0.2377,10141,1
0.4247,5097,1
0.3543,8887,1
0.0634,11907,1
0.0974,9427,1
0.0538,10417,1
0.139,8709,1
0.259,8809,1
0.2716,11479,1
0.1206,9305,1
0.1506,10108,1
0.1412,9949,1
0.101,9480,1
0.09,9899,1
0.1141,10016,1
0.6049,9865,1
0.0738,10751,1
0.175,9473,1
0.0104,8561,1
0.0359,9789,1
0.065,9368,1
0.1668,8470,1
0.0936,9873,1
0.1581,10315,1
0.058,9144,1
0.2271,9001,1
0.1349,8963,1
0.2551,9384,1
0.0916,10026,1
0.262,9388,1
0.0359,8839,1
0.1327,9247,1
0.5691,4657,1
0.0776,9869,1
0.25,9891,1
0.0689,8672,1
0.0608,9309,1
0.0705,8715,1
0.5166,8210,1
0.0643,8634,1
0.4404,9874,1
0.4649,4357,1
0.3578,6079,1
0.409,4602,1
0.2926,9585,1
0.3906,3112,1
0.5349,4748,1
0.3315,4912,1
0.5393,4155,1
0.3994,7184,1
0.5216,6959,1
0.485,4588,1
0.324,3197,1
0.2092,9157,1
0.3243,5761,1
0.2632,4528,1
0.3066,5551,1
0.4793,6309,1
0.4359,9590,1
0.4133,5427,1
0.2729,4974,1
0.5393,4993,1
0.2186,5290,1
0.4307,7931,1
0.1217,10540,1
0.3338,3195,1
0.0871,6400,1
0.4818,9443,1
0.1845,8494,1
0.4702,6842,1
0.1495,8554,1
0.1956,3739,1
0.0798,10315,1
0.1583,9010,1
0.1393,8968,1
0.4727,5280,1
0.0644,10416,1
0.1385,11162,1
0.5082,6602,1
0.0897,8584,1
0.1198,10875,1
0.0963,9405,1
0.1179,9708,1
0.4617,9998,1
0.4548,3301,1
0.0746,8580,1
0.2844,9913,1
0.1158,10435,1
0.0919,9097,1
0.1123,9698,1
0.0816,8654,1
0.3017,4152,1
0.0562,9601,1
0.0569,11161,1
0.0655,11910,1
0.1232,11844,1
0.121,11818,1
0.0984,11810,1
0.5931,8765,1
0.5674,9379,1
0.5625,11614,1
0.3086,10566,1
0.06,10284,1
0.5691,4657,1
0.1521,11734,1
0.1754,11208,1
0.4871,10910,1
0.1769,11493,1
0.3265,10694,1
0.1111,9075,1
0.0877,11381,1
0.0564,11119,1
0.3067,9190,1
0.4874,8198,1
0.153,7895,1
0.0453,6913,1
0.5166,9709,1
0.598,9589,1
0.0388,7359,1
0.3519,10340,1
0.1908,6818,1
0.0848,7461,1
0.2318,9484,1
0.3204,9251,1
0.0848,7461,1
0.3765,8907,1
0.4702,7983,1
0.4617,8926,1
0.3679,8512,1
0.5312,6748,1
0.1614,6960,1
0.2552,6066,1
0.0977,7180,1
0.4832,7796,1
0.1723,7452,1
0.1033,9273,1
0.4659,7536,1
0.25,9427,1
0.3951,9881,1
0.5263,6359,1
0.2244,9281,1
0.3352,9996,1
0.5102,8799,1
0.4777,9409,1
0.0266,7038,1
0.5102,7696,1
0.0389,6669,1
0.2107,6555,1
0.4344,7733,1
0.5505,8891,1
0.4777,9409,1
0.36,6477,1
0.0906,9969,1
0.0224,8306,1
0.5456,6009,1
0.1089,9115,1
0.0973,9117,1
0.2071,11002,1
0.0368,8749,1
0.0779,8614,1
0.1065,9619,1
0.0221,10398,1
0.1763,8835,1
0.0524,9590,1
0.1433,10751,1
0.0869,10190,1
0.0746,9273,1
0.0716,9206,1
0.5028,7992,1
0.058,8824,1
0.063,8248,1
0.0678,9151,1
0.2881,9976,1
0.0563,8528,1
0.5036,9357,1
0.4497,9442,1
0.5268,8590,1
0.054,6651,1
0.407,8908,1
0.2736,8964,1
0.3621,10075,1
0.4444,6304,1
0.5331,9607,1
0.2844,6286,1
0.5077,9560,1
0.0416,6909,1
0.213,8291,1
0.3623,8423,1
0.5216,7868,1
0.0935,8982,1
0.2046,7946,1
0.4307,7457,1
0.0891,9729,1
0.0603,7849,1
0.0883,10910,1
0.0615,9088,1
0.3017,8964,1
0.0586,8228,1
0.2865,9779,1
0.6143,8793,1
0.2865,9779,1
0.0103,8000,1
0.5739,9453,1
0.2888,7601,1
0.0164,7948,1
0.2284,7552,1
0.4632,10002,1
0.4997,10363,1
0.3798,7451,1
0.5325,9198,1
0.1348,8322,1
0.203,8671,1
0.1086,8773,1
0.1016,8789,1
0.2934,9658,1
0.2073,10864,1
0.4369,7799,1
0.2585,10749,1
0.4356,8766,1
0.3881,9559,1
0.4878,9560,1
0.2564,7222,1
0.4259,9702,1
0.2066,8342,1
0.4444,10206,1
0.3467,8467,1
0.405,9934,1
0.5625,8495,1
0.3679,9764,1
0.3718,9896,1
0.2744,9724,1
0.5625,21683,2
0.6498,19748,2
0.5722,23990,2
0.6213,9833,2
1.0325,10249,2
0.4832,9117,2
0.8581,16684,2
0.2959,45532,2
1.0635,20128,2
0.4776,17540,2
0.4693,18136,2
0.6646,15118,2
0.3245,15840,2
0.64,15659,2
0.9474,33441,2
0.7459,13860,2
0.3385,24359,2
0.9664,21051,2
0.3174,10387,2
0.8825,14475,2
0.8646,11381,2
0.6635,10296,2
0.2108,22660,2
0.6613,14963,2
0.803,9962,2
0.8677,12243,2
0.907,12572,2
0.8139,23691,2
0.9288,14998,2
0.9506,9710,2
0.5499,10036,2
0.4999,18585,2
0.8346,10291,2
1.0981,19746,2
0.698,14926,2
0.5724,12562,2
0.742,24442,2
0.2727,11607,2
0.8472,13324,2
0.7851,14557,2
0.338,13293,2
1.0523,14800,2
0.8874,13209,2
0.6049,9979,2
0.8962,15981,2
0.7818,20014,2
0.6655,17457,2
0.3361,10723,2
0.1454,28373,2
0.9766,13489,2
0.5253,20463,2
0.3837,12682,2
0.9412,11463,2
0.5384,19288,2
0.8428,15416,2
0.7175,17253,2
0.8556,14941,2
1.0597,18796,2
0.6834,11158,2
0.3014,12002,2
0.4619,17343,2
0.5083,17993,2
0.9784,27686,2
0.3628,21868,2
0.48,16304,2
0.4863,29858,2
0.4015,21847,2
0.6478,32752,2
0.9112,35917,2
0.5136,28156,2
0.9699,23186,2
0.4064,12890,2
0.4268,10321,2
0.6474,9367,2
0.9158,19098,2
0.2075,22795,2
0.8383,19387,2
0.6173,20542,2
0.6813,8937,2
0.4178,8596,2
0.7235,9761,2
0.748,9362,2
0.4642,10590,2
0.8122,9682,2
0.9192,8209,2
0.6669,42498,2
0.2987,13464,2
0.8403,16029,2
0.5407,29072,2
0.8144,10718,2
0.8896,20744,2
0.9524,14535,2
0.5102,10364,2
0.8566,12116,2
0.3701,11710,2
0.5082,16351,2
0.5317,10207,2
0.2744,12984,2
0.7979,26602,2
0.548,18799,2
0.8603,11068,2
0.7845,16654,2
0.3572,25993,2
0.2325,24193,2
0.7944,12751,2
0.8573,14783,2
0.7056,14796,2
0.8988,13937,2
0.3287,14672,2
0.785,30224,2
0.4793,11281,2
0.3638,11866,2
0.9112,15278,2
0.7119,16071,2
0.7656,16365,2
0.4039,14789,2
0.3561,13855,2
0.4207,15803,2
0.4539,14857,2
0.9246,12488,2
0.7071,11942,2
0.6478,11967,2
0.6122,10891,2
0.547,10087,2
0.9294,18213,2
0.4983,15564,2
0.2583,12467,2
0.4484,21555,2
0.5702,12257,2
0.8536,15228,2
0.7772,10938,2
0.9518,17904,2
0.1952,21924,2
0.3445,18624,2
0.5439,9284,2
0.5451,17380,2
0.7692,30834,2
0.3097,22462,2
0.8063,21149,2
0.9273,14157,2
0.599,56640,2
0.7432,9482,2
0.2105,10177,2
0.651,16482,2
0.2891,10225,2
0.929,36427,2
0.7549,16379,2
0.8581,15362,2
0.7347,12061,2
0.3974,12402,2
0.9739,10812,2
0.7193,11981,2
0.3535,9413,2
0.5213,19207,2
0.3735,16541,2
0.2626,14843,2
0.7594,11978,2
0.3657,13833,2
0.5592,24268,2
0.3644,19480,2
0.7468,13363,2
0.302,17828,2
0.8772,19509,2
0.6989,19621,2
0.6743,21402,2
0.6193,17784,2
0.9518,29145,2
0.6169,27574,2
0.8499,13007,2
0.4355,36576,2
0.3723,10943,2
0.2135,14879,2
0.4389,23927,2
0.5127,10481,2
0.2778,12183,2
0.4278,16798,2
0.4444,12332,2
0.8641,11179,2
0.5429,10049,2
0.951,15290,2
0.415,19662,2
1,25592,2
0.8047,9519,2
0.516,11624,2
0.6243,11266,2
0.3519,20987,2
0.9125,12067,2
0.7755,10210,2
0.2345,18282,2
0.5244,11509,2
0.9739,18135,2
0.6346,11949,2
0.9195,11640,2
0.9583,10376,2
0.7785,16915,2
0.3195,10395,2
0.6154,25383,2
0.4113,11564,2
0.2934,11931,2
0.3232,17617,2
0.5051,14447,2
0.5145,21096,2
0.25,11138,2
0.8061,19129,2
0.5125,37185,2
0.4268,14005,2
0.4716,10676,2
0.2333,12631,2
0.5512,22512,2
0.9001,24748,2
0.471,13389,2
0.3921,11636,2
0.9203,18762,2
0.3097,10215,2
0.892,11383,2
0.7552,14927,2
0.748,10417,2
0.2335,13077,2
0.405,13795,2
0.4737,22238,2
0.6104,20947,2
0.4612,12965,2
0.3777,10160,2
0.287,12038,2
0.3284,13037,2
0.7206,20158,2
0.5317,14146,2
0.3156,23047,2
0.2272,29398,2
0.4263,16602,2
0.6989,25377,2
0.5732,23960,2
0.6548,20405,2
0.567,11240,2
0.9335,22374,2
0.5595,17530,2
0.8161,30912,2
0.7645,30081,2
0.7821,17702,2
0.3393,16623,2
0.302,21495,2
0.2279,11646,2
0.3557,16215,2
0.725,20241,2
0.5041,16969,2
0.206,20174,2
0.4038,16160,2
0.7529,16326,2
0.951,19583,2
0.247,11220,2
0.9946,23287,2
0.64,19728,2
0.5674,11309,2
0.7837,15649,2
0.5696,10900,2
0.257,12660,2
0.9664,13950,2
0.4363,14074,2
0.7682,21823,2
0.8241,15758,2
0.5,24675,2
0.2405,13556,2
0.2003,11072,2
0.7718,19947,2
0.9083,27309,2
0.3827,19593,2
0.4882,21876,2
0.4584,17774,2
0.4217,16434,2
0.4943,25235,2
0.3839,20219,2
0.3758,17120,2
0.9608,21159,2
0.2271,17457,2
0.7347,22373,2
0.7625,10003,2
0.4539,23558,2
0.5505,9874,2
0.2203,17347,2
0.4444,15776,2
0.6193,27967,2
0.2072,23836,2
0.3823,17261,2
0.9695,11550,2
0.2619,18714,2
0.7073,24789,2
0.228,11699,2
0.7091,13773,2
0.5999,11198,2
0.64,12640,2
0.4702,10699,2
0.5697,14637,2
0.508,13121,2
0.6029,50679,2
0.5736,27030,2
0.5453,19902,2
0.7497,12474,2
0.4059,18320,2
0.3265,10078,2
0.215,17609,2
0.4512,16412,2
0.6033,19063,2
0.536,12373,2
1,17525,2
0.265,16057,2
0.9494,15466,2
0.2899,17748,2
0.3906,15286,2
0.6361,20333,2
0.3826,11041,2
0.5463,10038,2
0.859,13168,2
0.3686,11465,2
0.9369,24045,2
0.6163,25211,2
0.8464,21992,2
0.5236,13699,2
0.8694,18054,2
0.5463,10038,2
0.7873,11013,2
0.49,18577,2
0.4168,10425,2
0.9042,21489,2
0.5935,28616,2
0.5658,11887,2
0.9199,18840,2
0.8144,17089,2
0.2237,18077,2
0.7723,12643,2
0.8178,31296,2
0.9375,13670,2
0.8336,16032,2
0.8074,10008,2
0.6276,13709,2
0.5653,20601,2
0.9716,16087,2
0.8956,17381,2
0.7744,9739,2
0.4788,24394,2
0.7837,12016,2
0.3478,19290,2
0.36,17189,2
0.8471,22092,2
0.6875,18766,2
0.5483,23378,2
0.8346,18172,2
0.5724,31196,2
0.5891,29144,2
0.8403,12603,2
0.6374,37229,2
0.3102,15095,2
0.2108,23745,2
0.6902,11862,2
0.2934,12248,2
0.7432,19409,2
0.2971,21364,2
0.5378,13402,2
0.9431,13104,2
0.5429,11358,2
0.3925,12413,2
0.548,12890,2
0.4926,11944,2
0.9403,24315,2
0.9208,23949,2
0.3519,24326,2
0.376,11810,2
0.4225,13457,2
0.9334,18463,2
0.5959,12110,2
0.6911,16707,2
0.8975,10602,2
0.63,21970,2
0.784,21805,2
0.4062,11625,2
0.2829,13452,2
0.4251,20239,2
0.5166,16964,2
0.8001,22337,2
0.2208,13477,2
0.547,11147,2
0.9015,17974,2
0.3005,36379,2
0.5933,16635,2
0.519,16941,2
0.5739,23565,2
1.0425,26014,2
0.3937,14063,2
0.2339,11382,2
0.9904,40466,2
0.4782,11011,2
0.2966,17058,2
0.3344,16905,2
0.3877,15288,2
0.3078,21072,2
0.6109,17237,2
0.6065,23859,2
0.3715,17360,2
0.692,13280,2
0.4118,15661,2
0.2615,13425,2
0.7225,11871,2
0.796,16119,2
0.4564,11565,2
0.8109,24677,2
0.7586,10288,2
0.8783,21602,2
0.6721,18646,2
0.5769,23194,2
0.3339,28120,2
0.812,18745,2
0.7077,26380,2
0.6576,21781,2
0.3662,14722,2
0.7048,21662,2
0.5014,10105,2
0.8479,22045,2
0.7589,19274,2
0.5965,18017,2
0.742,30941,2
0.6032,32907,2
0.5566,10687,2
0.2136,20867,2
0.9489,24248,2
0.9403,25453,2
0.4233,15592,2
0.9788,23831,2
0.7523,21276,2
0.2456,20856,2
0.2713,20824,2
0.771,11751,2
0.9528,27319,2
0.9659,19323,2
0.3548,14397,2
0.6567,15541,2
0.6143,12544,2
0.6719,16719,2
0.8125,10763,2
0.4033,12447,2
0.4561,11578,2
0.4845,15316,2
0.651,21664,2
0.9233,15054,2
0.8641,15800,2
0.6574,28341,2
0.56,14232,2
0.8329,29745,2
0.9897,25626,2
0.4316,13586,2
0.5356,20823,2
0.6529,25133,2
0.4444,13715,2
0.5077,19360,2
0.8852,18819,2
0.6546,24781,2
0.6191,30215,2
0.9664,13796,2
0.9745,9334,2
0.9434,24481,2
0.7143,23554,2
0.2392,18336,2
0.8238,20192,2
0.8283,22245,2
0.2536,10155,2
0.2882,10397,2
0.6168,19056,2
0.5523,14694,2
0.5883,29589,2
0.4793,23719,2
0.4532,14444,2
0.6049,22036,2
0.2525,11994,2
0.6208,12299,2
0.4768,15335,2
0.8,17235,2
0.3029,17445,2
0.281,18438,2
0.3577,11405,2
0.2982,12589,2
0.6602,12676,2
0.2963,20797,2
0.6629,15446,2
0.7801,16060,2
0.7336,10582,2
0.5512,14080,2
0.386,16415,2
0.9701,18276,2
0.6869,16197,2
0.2821,49221,2
0.5378,27894,2
0.5268,20919,2
0.6896,24412,2
0.5872,20636,2
0.6491,22140,2
0.2951,18236,2
0.6905,10233,2
0.9646,11424,2
0.2788,10532,2
0.28,19014,2
0.5542,10517,2
0.9025,13798,2
0.3772,13543,2
0.3099,13119,2
0.842,19941,2
0.7263,28253,2
0.8723,23211,2
0.5364,21976,2
0.5542,10517,2
0.5951,10193,2
0.7761,10801,2
0.7639,17951,2
0.3663,11248,2
0.7936,22114,2
0.5644,31468,2
0.7656,29069,2
0.4519,18994,2
0.9056,12595,2
0.7197,31434,2
0.9041,14581,2
0.9048,16611,2
0.5951,13284,2
0.3352,10422,2
0.9154,21484,2
0.324,9727,2
0.976,19545,2
0.4617,13180,2
0.8444,16018,2
0.4526,11961,2
0.4082,11235,2
0.6715,12290,2
0.2683,13471,2
0.6431,16052,2
0.5848,18205,2
0.81,13603,2
0.5971,20695,2
0.8011,19148,2
0.8387,27056,2
0.5357,21063,2
0.3253,33780,2
0.9041,25728,2
0.6079,14780,2
0.3182,11393,2
0.204,12385,2
0.9089,20355,2
0.859,11637,2
1,12948,2
0.5999,9368,2
0.8306,9052,2
0.5538,23058,2
0.8975,11673,2
1,16847,2
0.2879,10320,2
0.9784,9880,2
0.5747,26817,2
0.4664,10629,2
0.7552,12099,2
0.405,21116,2
0.9551,20186,2
0.7571,12180,2
0.7972,10173,2
0.2143,26809,2
0.9019,10590,2
0.4225,11294,2
0.7511,13720,2
0.4041,12844,2
0.3612,20537,2
0.5744,10692,2
0.8858,12599,2
0.6806,18433,2
0.5797,11660,2
0.9197,16061,2
0.907,10559,2
0.9426,15499,2
1,21026,2
0.8248,13544,2
0.4013,22897,2
0.4416,17124,2
0.2975,10325,2
0.2834,14421,2
0.539,13814,2
0.5873,25987,2
0.546,26204,2
0.3168,17457,2
0.4812,16693,2
0.3708,13953,2
0.6346,11701,2
0.9429,12555,2
0.9149,16144,2
0.7656,14446,2
0.6944,25816,2
0.7139,16925,2
0.2716,10482,2
0.7785,11447,2
0.9518,13855,2
0.8759,21185,2
0.4403,15031,2
0.3512,11833,2
0.6357,11292,2
0.6852,19747,2
0.6504,18592,2
0.8725,20655,2
0.6049,14455,2
0.5971,12610,2
0.2675,10627,2
0.9773,22347,2
0.4331,23115,2
0.3086,19699,2
0.4158,23615,2
0.4255,20066,2
0.2113,19239,2
0.367,19069,2
0.4316,17372,2
0.9429,12182,2
0.3723,12215,2
0.3231,18952,2
0.3667,9859,2
0.9481,14460,2
0.304,44526,2
0.9149,13575,2
0.4881,14900,2
0.3809,11376,2
0.9226,18726,2
0.5445,15415,2
0.9467,12518,2
0.225,15055,2
0.5625,18001,2
0.8496,13625,2
0.8283,11988,2
0.3203,19668,2
0.8054,25734,2
0.8063,13398,2
0.5463,13589,2
0.6453,14636,2
0.9286,11306,2
0.9883,20132,2
0.7613,10356,2
0.5378,13526,2
0.6027,12075,2
0.534,19496,2
0.5852,25772,2
0.4989,11048,2
0.4511,13539,2
0.7428,17720,2
0.4444,17834,2
0.4334,12633,2
0.781,10996,2
0.6553,16461,2
0.241,14962,2
0.2578,21025,2
0.3296,11538,2
0.64,22489,2
0.4823,13344,2
0.877,14458,2
0.8858,12024,2
0.2546,18900,2
0.9511,18743,2
0.551,17625,2
0.4565,21624,2
0.6632,16724,2
0.7068,32329,2
0.6149,21277,2
0.969,13541,2
0.3285,32871,2
1,23567,2
0.306,10961,2
0.4526,10259,2
0.9334,22378,2
0.813,11055,2
0.8845,15756,2
0.8975,18256,2
0.2835,13217,2
0.8711,11513,2
0.2667,10441,2
0.3056,14671,2
0.5938,14684,2
0.944,20297,2
0.5354,10196,2
0.3446,16649,2
0.3583,14869,2
0.4969,11915,2
0.9735,10614,2
0.6585,12335,2
0.4756,23393,2
0.3757,10040,2
0.3381,11258,2
0.4499,13708,2
0.7009,19110,2
0.2627,11029,2
0.4379,35499,2
0.4617,11421,2
0.7104,10230,2
0.5192,21450,2
0.9773,20976,2
0.5194,31738,2
0.7091,14322,2
0.7873,13194,2
0.2722,12588,2
0.7552,10294,2
0.2882,13993,2
0.469,18330,2
0.3118,20869,2
0.9273,20484,2
0.6369,19034,2
0.5937,10167,2
0.4011,21704,2
0.9334,26551,2
0.8239,14844,2
0.356,10791,2
0.4723,21800,2
0.6006,10112,2
0.7017,14669,2
0.3278,16488,2
0.8989,27914,2
0.5203,27820,2
0.5463,10448,2
0.6973,17330,2
0.969,16259,2
0.319,15261,2
0.2698,19578,2
0.9385,12112,2
0.4221,16208,2
0.6496,15972,2
0.6416,19089,2
0.334,13040,2
0.539,16438,2
0.9412,14659,2
0.5917,16815,2
0.99,22139,2
0.8598,12691,2
0.8751,14931,2
0.8063,10910,2
0.292,11322,2
0.8988,13151,2
0.859,20039,2
0.8403,15139,2
0.9619,17376,2
0.7378,11428,2
0.8396,24292,2
0.4914,17362,2
0.4713,25212,2
0.9765,23273,2
0.4334,27767,2
0.4024,21284,2
0.7591,26281,2
0.7134,21976,2
0.405,24655,2
0.6805,25846,2
0.2822,23525,2
0.4193,17605,2
0.3379,18643,2
0.2756,19353,2
0.674,12508,2
0.4078,11719,2
0.9724,12819,2
0.2761,51297,2
0.3715,21976,2
0.464,15248,2
0.7014,10964,2
0.5789,12783,2
0.4617,11423,2
0.3802,16292,2
0.6316,10653,2
0.946,21929,2
0.3906,16337,2
0.4337,10239,2
0.5976,18910,2
0.8264,15446,2
0.8638,12053,2
0.6545,12117,2
0.8054,11578,2
0.7066,27620,2
0.8879,20300,2
0.548,14628,2
0.6246,16995,2
0.8388,22567,2
0.7986,10375,2
0.8403,10140,2
0.4015,14185,2
0.4552,15815,2
0.4734,19056,2
0.5173,23394,2
0.5136,10294,2
0.3494,15201,2
0.9745,16674,2
0.5289,14978,2
0.4999,17226,2
0.7104,13173,2
0.7542,14964,2
0.7901,26191,2
0.8858,12351,2
0.6528,12947,2
0.5765,29085,2
0.808,11569,2
0.784,14514,2
0.8424,15709,2
0.907,19820,2
0.9564,25257,2
0.9506,19537,2
0.4556,12202,2
0.5499,18104,2
0.3527,26595,2
0.8346,17024,2
0.8831,14158,2
0.3292,14652,2
0.5578,25196,2
0.5724,19029,2
0.7396,32067,2
0.8683,20394,2
0.5962,23326,2
0.3246,20645,2
0.8603,18104,2
0.64,15530,2
0.5917,28943,2
0.8962,25157,2
0.5705,13641,2
0.8711,29995,2
0.6834,26637,2
0.7131,16325,2
0.3361,19851,2
0.9763,23816,2
0.9403,10488,2
0.8556,14385,2
0.5121,32291,2
0.7347,14191,2
0.7986,15446,2
0.8283,14097,2
0.5545,17149,2
0.6944,16079,2
0.9137,21991,2
0.5384,27064,2
0.8428,25155,2
0.6782,25651,2
0.6416,25539,2
0.3143,12960,2
0.8327,21744,2
0.5251,27175,2
0.8158,15575,2
0.8975,16251,2
0.7861,16556,2
0.6834,18555,2
1,15902,2
0.3775,18562,2
0.4619,23981,2
0.5073,23682,2
0.9784,39450,2
0.3699,31636,2
0.4738,23489,2
0.4681,44051,2
0.3767,27681,2
0.8198,15312,2
0.6478,41217,2
0.9112,44226,2
0.9788,15782,2
0.5136,35143,2
0.9699,32535,2
0.8581,24045,2
0.5043,12636,2
0.3868,17876,2
0.4207,14807,2
0.6255,16647,2
0.6318,14925,2
0.6782,15648,2
0.4727,13759,2
0.3681,15601,2
0.7797,14400,2
0.807,13125,2
0.7774,26677,2
0.8147,27144,2
0.7681,10772,2
0.5625,10884,2
0.6173,27896,2
0.6478,13014,2
0.6813,16825,2
0.4178,15864,2
0.5522,18316,2
0.7235,15761,2
0.4387,12841,2
0.748,15873,2
0.4642,16786,2
0.5988,13671,2
0.6747,12527,2
0.8948,15133,2
0.5289,16519,2
0.4823,14540,2
0.5401,12095,2
0.8122,20851,2
0.9192,14480,2
0.6669,45564,2
0.8186,23126,2
0.5102,39880,2
0.7056,10128,2
0.4444,14452,2
0.8144,19471,2
0.9786,16836,2
0.8896,28314,2
0.3003,41682,2
0.9518,18159,2
0.9314,20372,2
0.4353,17319,2
0.7851,15035,2
0.7048,13479,2
0.6049,16269,2
0.9467,18553,2
0.4021,14390,2
0.5331,12431,2
0.5102,18525,2
0.8566,19068,2
0.5102,17004,2
0.8493,14641,2
0.3701,17553,2
0.5838,15967,2
0.7772,15935,2
0.7525,12510,2
0.5082,22952,2
0.7009,10999,2
0.8581,13189,2
0.5586,18954,2
0.7591,15610,2
0.3315,15332,2
0.6881,11677,2
0.5017,10245,2
0.5691,10023,2
0.9149,10684,2
0.6636,34156,2
0.534,26563,2
0.534,15267,2
0.8858,17226,2
0.7845,20259,2
0.9098,13251,2
0.3436,34634,2
0.5971,10485,2
0.7944,18538,2
0.8296,23105,2
0.8556,21989,2
0.3246,16316,2
0.6944,20487,2
0.6478,20766,2
0.7806,23362,2
0.8743,20893,2
0.3136,22357,2
0.8403,35663,2
0.3946,18377,2
0.3735,18378,2
0.9112,24352,2
0.727,24463,2
0.7656,24479,2
0.3805,20732,2
0.3561,19115,2
0.5124,16487,2
0.8874,20398,2
0.475,23255,2
0.4587,21344,2
0.5493,16572,2
0.9487,22301,2
0.4878,23475,2
0.8662,12862,2
0.4667,10774,2
0.4546,15472,2
0.6075,10316,2
0.7131,22597,2
0.3044,16339,2
0.9344,14698,2
0.6435,10165,2
0.7101,21344,2
0.4375,22827,2
0.6639,19373,2
0.6233,21334,2
0.5306,12198,2
0.547,18176,2
0.4681,10875,2
0.5472,15981,2
0.9161,24225,2
0.5859,15938,2
0.3757,10293,2
0.647,22594,2
0.4777,22191,2
0.6348,21169,2
0.4324,27624,2
0.582,19866,2
0.6553,14458,2
0.9608,13991,2
0.8536,23906,2
0.4217,17208,2
0.7772,19650,2
0.5102,11531,2
0.6944,10315,2
0.9282,27914,2
0.7901,11420,2
0.3525,12182,2
0.4006,22765,2
0.3073,16877,2
0.3367,16676,2
0.3319,32158,2
0.8308,15663,2
0.5625,13638,2
0.9137,17932,2
